artist,song,H_or_N,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Craig David,Don't Love You No More (I'm Sorry),N,spotify:track:7yxwAEwY9LD120AcB4nGJx,0.688,0.519,5.0,-4.285,1.0,0.0283,0.064,0.0,0.1,0.318,116.714,audio_features,0W4NhJhcqKCqEP2GIpDCDq,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,https://api.spotify.com/v1/tracks/0W4NhJhcqKCqEP2GIpDCDq,https://api.spotify.com/v1/audio-analysis/0W4NhJhcqKCqEP2GIpDCDq,255333.0,4.0
Katie Melua,Nine Million Bicycles,N,spotify:track:470UOQDSTMTBEgkBaeqVN6,0.632,0.639,5.0,-5.938,1.0,0.0259,0.00143,0.0,0.221,0.733,95.506,audio_features,4aR9bPMAOFySBuQSbVWF3d,spotify:track:4aR9bPMAOFySBuQSbVWF3d,https://api.spotify.com/v1/tracks/4aR9bPMAOFySBuQSbVWF3d,https://api.spotify.com/v1/audio-analysis/4aR9bPMAOFySBuQSbVWF3d,196893.0,4.0
Lil Jon & The East Side Boyz,Lovers And Friends,N,spotify:track:3ttgPnVfzRbqjzKBhIDr2A,0.693,0.516,8.0,-6.446,1.0,0.0413,0.297,0.000127,0.0604,0.494,94.02,audio_features,10aWGOqSDBqvNzJ9NeKDbK,spotify:track:10aWGOqSDBqvNzJ9NeKDbK,https://api.spotify.com/v1/tracks/10aWGOqSDBqvNzJ9NeKDbK,https://api.spotify.com/v1/audio-analysis/10aWGOqSDBqvNzJ9NeKDbK,220853.0,4.0
Mariah Carey,Don't Forget About Us - Radio Edit,N,spotify:track:1HkVSmzBbdZ5Bzdd00IZgh,0.512,0.909,9.0,-7.505,1.0,0.0504,0.317,0.0,0.0681,0.791,172.975,audio_features,0D5L0ZxGyhEFTqhfiXwYxw,spotify:track:0D5L0ZxGyhEFTqhfiXwYxw,https://api.spotify.com/v1/tracks/0D5L0ZxGyhEFTqhfiXwYxw,https://api.spotify.com/v1/audio-analysis/0D5L0ZxGyhEFTqhfiXwYxw,163560.0,4.0
Ying Yang Twins,Wait (The Whisper Song),N,spotify:track:5Y78yINSOCW6xbOfGWNBg4,0.911,0.551,8.0,-3.75,0.0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867.0,4.0
Will Smith,Switch,N,spotify:track:2bmxx16hNi3W5FGzfFO9xX,0.64,0.62,1.0,-5.931,1.0,0.416,0.016,0.0,0.0831,0.609,129.37,audio_features,0k6HUzaRHpQ3eEWr1C7Esh,spotify:track:0k6HUzaRHpQ3eEWr1C7Esh,https://api.spotify.com/v1/tracks/0k6HUzaRHpQ3eEWr1C7Esh,https://api.spotify.com/v1/audio-analysis/0k6HUzaRHpQ3eEWr1C7Esh,252653.0,5.0
Bow Wow,Like You (feat. Ciara),N,spotify:track:3jEqrIfwKO0M8ALu3TGilF,0.694,0.496,9.0,-14.222,1.0,0.0329,0.0139,0.00356,0.0644,0.799,103.372,audio_features,0DMRKqrpd0QO4RWiEdMib0,spotify:track:0DMRKqrpd0QO4RWiEdMib0,https://api.spotify.com/v1/tracks/0DMRKqrpd0QO4RWiEdMib0,https://api.spotify.com/v1/audio-analysis/0DMRKqrpd0QO4RWiEdMib0,257187.0,4.0
Kaiser Chiefs,Everyday I Love You Less And Less,N,spotify:track:3gwoBbif2CNBUfTB75Zs57,0.537,0.674,5.0,-5.134,0.0,0.0277,0.0088,0.0,0.265,0.33,136.002,audio_features,4bVuIlGQBMWS7vIhcx8Ae4,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,https://api.spotify.com/v1/tracks/4bVuIlGQBMWS7vIhcx8Ae4,https://api.spotify.com/v1/audio-analysis/4bVuIlGQBMWS7vIhcx8Ae4,214107.0,4.0
Kelly Clarkson,Behind These Hazel Eyes,N,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,0.556,0.913,0.0,-2.36,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,audio_features,10Nmj3JCNoMeBQ87uw5j8k,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,https://api.spotify.com/v1/tracks/10Nmj3JCNoMeBQ87uw5j8k,https://api.spotify.com/v1/audio-analysis/10Nmj3JCNoMeBQ87uw5j8k,282160.0,4.0
Black Eyed Peas,Don't Lie,N,spotify:track:600qBKuhdgLqxZb1BqIE0T,0.71,0.917,7.0,-3.385,1.0,0.0287,0.018,0.0,0.335,0.83,108.031,audio_features,13pyGLYmBjYgvOMIEivX2K,spotify:track:13pyGLYmBjYgvOMIEivX2K,https://api.spotify.com/v1/tracks/13pyGLYmBjYgvOMIEivX2K,https://api.spotify.com/v1/audio-analysis/13pyGLYmBjYgvOMIEivX2K,288360.0,4.0
Westlife,You Raise Me Up,N,spotify:track:5XQavlXrNHBBvlN4IJqhqW,0.452,0.574,6.0,-8.336,1.0,0.31,0.246,0.0,0.189,0.58,92.791,audio_features,6brl7bwOHmGFkNw3MBqssT,spotify:track:6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/audio-analysis/6brl7bwOHmGFkNw3MBqssT,207187.0,4.0
Ray J,One Wish,N,spotify:track:2TFsx3B0hLSSTambrudXs3,0.476,0.746,2.0,-5.37,1.0,0.0336,0.0229,1.22e-06,0.186,0.22,129.035,audio_features,1cBEy10PI95hZglfPUBJua,spotify:track:1cBEy10PI95hZglfPUBJua,https://api.spotify.com/v1/tracks/1cBEy10PI95hZglfPUBJua,https://api.spotify.com/v1/audio-analysis/1cBEy10PI95hZglfPUBJua,260947.0,4.0
Papa Roach,Scars,N,spotify:track:3iGjPHGVRKPgQ6LvSN2zJI,0.525,0.578,9.0,-4.563,1.0,0.12,0.0132,0.00916,0.108,0.537,123.696,audio_features,4xlEKYv7HmC8zXoJIbpZKM,spotify:track:4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/tracks/4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/audio-analysis/4xlEKYv7HmC8zXoJIbpZKM,215267.0,4.0
Arctic Monkeys,I Bet You Look Good On The Dancefloor,N,spotify:track:3DQVgcqaP3iSMbaKsd57l5,0.512,0.817,7.0,-3.154,1.0,0.142,0.0505,0.0,0.0775,0.552,154.607,audio_features,3ItzRpwvKtkDSNdRSjXu7Z,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,https://api.spotify.com/v1/tracks/3ItzRpwvKtkDSNdRSjXu7Z,https://api.spotify.com/v1/audio-analysis/3ItzRpwvKtkDSNdRSjXu7Z,215173.0,4.0
Shayne Ward,That's My Goal,N,spotify:track:10NH6nFIKbx8Yee8cQ1gDn,0.684,0.819,1.0,-3.309,0.0,0.238,0.262,0.00197,0.113,0.25,179.999,audio_features,7pAT4dOUzjq8Ziap5ShIqC,spotify:track:7pAT4dOUzjq8Ziap5ShIqC,https://api.spotify.com/v1/tracks/7pAT4dOUzjq8Ziap5ShIqC,https://api.spotify.com/v1/audio-analysis/7pAT4dOUzjq8Ziap5ShIqC,231867.0,4.0
Bow Wow,Let Me Hold You (feat. Omarion),N,spotify:track:1oNToERLIN71YCPLbRIQGQ,0.655,0.54,9.0,-6.482,1.0,0.0516,0.268,0.0,0.068,0.43,79.983,audio_features,4NjR63Up0uMkQBlKvlZd1l,spotify:track:4NjR63Up0uMkQBlKvlZd1l,https://api.spotify.com/v1/tracks/4NjR63Up0uMkQBlKvlZd1l,https://api.spotify.com/v1/audio-analysis/4NjR63Up0uMkQBlKvlZd1l,207507.0,4.0
Kaiser Chiefs,I Predict A Riot,N,spotify:track:3EnyKqEJFylT6vU1KF0YyE,0.569,0.83,9.0,-4.106,0.0,0.14,0.0807,0.0,0.114,0.609,170.094,audio_features,4bPQs0PHn4xbipzdPfn6du,spotify:track:4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du,186635.0,4.0
Usher,Caught Up,N,spotify:track:5zdUc1JRCImBYcDWgvFNpE,0.432,0.261,4.0,-12.591,1.0,0.0512,0.953,0.00342,0.0903,0.273,89.567,audio_features,6gxycjJNMgmAyfzUXBN80P,spotify:track:6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/tracks/6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/audio-analysis/6gxycjJNMgmAyfzUXBN80P,258653.0,4.0
Kelly Clarkson,Because of You,N,spotify:track:3f3omU8n47Mqyab5nCaGyT,0.862,0.742,7.0,-4.722,1.0,0.222,0.00376,0.00855,0.103,0.511,127.91,audio_features,7huo2wvrCgRucUsjdSDLQV,spotify:track:7huo2wvrCgRucUsjdSDLQV,https://api.spotify.com/v1/tracks/7huo2wvrCgRucUsjdSDLQV,https://api.spotify.com/v1/audio-analysis/7huo2wvrCgRucUsjdSDLQV,228907.0,4.0
3 Doors Down,Let Me Go,N,spotify:track:0nNVR2iDM3eVzEgMi78vQm,0.28,0.2,9.0,-9.66,1.0,0.0294,0.79,0.0,0.081,0.178,129.61,audio_features,1kAC8QX4meGZhEbtXtqF1o,spotify:track:1kAC8QX4meGZhEbtXtqF1o,https://api.spotify.com/v1/tracks/1kAC8QX4meGZhEbtXtqF1o,https://api.spotify.com/v1/audio-analysis/1kAC8QX4meGZhEbtXtqF1o,218933.0,3.0
Nickelback,Photograph,N,spotify:track:3hb2ScEVkGchcAQqrPLP0R,0.489,0.955,11.0,-2.771,0.0,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,audio_features,5xT8JXJSyHYNfC11OFqzFL,spotify:track:5xT8JXJSyHYNfC11OFqzFL,https://api.spotify.com/v1/tracks/5xT8JXJSyHYNfC11OFqzFL,https://api.spotify.com/v1/audio-analysis/5xT8JXJSyHYNfC11OFqzFL,186173.0,4.0
T-Pain,I'm Sprung,N,spotify:track:0DLOyyQvwPTSDKuhpzMMwA,0.653,0.638,3.0,-4.667,0.0,0.0685,0.00593,0.0,0.061,0.771,124.072,audio_features,0GwD2Otnq27QXTdrLw54YQ,spotify:track:0GwD2Otnq27QXTdrLw54YQ,https://api.spotify.com/v1/tracks/0GwD2Otnq27QXTdrLw54YQ,https://api.spotify.com/v1/audio-analysis/0GwD2Otnq27QXTdrLw54YQ,171707.0,4.0
Destiny's Child,Cater 2 U,N,spotify:track:6uYAPqxP69zfpCbsTHXgiz,0.739,0.368,8.0,-10.233,1.0,0.0845,0.00542,0.0,0.171,0.467,144.992,audio_features,2QurCbkPO14pjrikPNja0h,spotify:track:2QurCbkPO14pjrikPNja0h,https://api.spotify.com/v1/tracks/2QurCbkPO14pjrikPNja0h,https://api.spotify.com/v1/audio-analysis/2QurCbkPO14pjrikPNja0h,239413.0,4.0
The Pussycat Dolls,Stickwitu,N,spotify:track:4NjR63Up0uMkQBlKvlZd1l,0.748,0.786,4.0,-7.788,0.0,0.0641,0.328,0.0,0.34,0.917,104.833,audio_features,0qAMjeQFyd1qD0LDiV8gWp,spotify:track:0qAMjeQFyd1qD0LDiV8gWp,https://api.spotify.com/v1/tracks/0qAMjeQFyd1qD0LDiV8gWp,https://api.spotify.com/v1/audio-analysis/0qAMjeQFyd1qD0LDiV8gWp,172373.0,4.0
Ryan Cabrera,True,N,spotify:track:0jdeV5dSB3kUBRqe1xQJbh,0.721,0.88,9.0,-3.896,0.0,0.0454,0.191,0.0,0.0769,0.655,110.021,audio_features,1uigwk5hNV84zRd5YQQRTk,spotify:track:1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/tracks/1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/audio-analysis/1uigwk5hNV84zRd5YQQRTk,202907.0,4.0
Stereophonics,Dakota,N,spotify:track:3qaSqrrevBrb84xl5JlptU,0.44,0.567,2.0,-4.94,1.0,0.03,0.299,5.07e-06,0.286,0.194,90.492,audio_features,2pyA5g5GLsJgetJGc1mwlF,spotify:track:2pyA5g5GLsJgetJGc1mwlF,https://api.spotify.com/v1/tracks/2pyA5g5GLsJgetJGc1mwlF,https://api.spotify.com/v1/audio-analysis/2pyA5g5GLsJgetJGc1mwlF,252951.0,4.0
Eminem,Like Toy Soldiers,N,spotify:track:6CN3e26iQSj1N5lomh0mfO,0.559,0.671,7.0,-7.109,1.0,0.1,0.21,0.0,0.0869,0.577,79.493,audio_features,28euH5Ny1JXxZAt2KjWp62,spotify:track:28euH5Ny1JXxZAt2KjWp62,https://api.spotify.com/v1/tracks/28euH5Ny1JXxZAt2KjWp62,https://api.spotify.com/v1/audio-analysis/28euH5Ny1JXxZAt2KjWp62,212933.0,4.0
Nelly,Over And Over,N,spotify:track:2b8QQqf8Vwb7bfz22ja8Fk,0.56,0.595,9.0,-4.53,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011,audio_features,5hnyJvgoWiQUYZttV4wXy6,spotify:track:5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/tracks/5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/audio-analysis/5hnyJvgoWiQUYZttV4wXy6,267960.0,4.0
Coldplay,Speed of Sound,N,spotify:track:7clUVcSOtkNWa58Gw5RfD4,0.64,0.743,10.0,-4.08,1.0,0.0379,0.269,0.0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533.0,4.0
KT Tunstall,Suddenly I See,N,spotify:track:5p9XWUdvbUzmPCukOmwoU3,0.7,0.465,4.0,-6.815,1.0,0.358,0.544,0.0,0.606,0.719,108.102,audio_features,4mnTMsp8Cgf9TNiQMhH11L,spotify:track:4mnTMsp8Cgf9TNiQMhH11L,https://api.spotify.com/v1/tracks/4mnTMsp8Cgf9TNiQMhH11L,https://api.spotify.com/v1/audio-analysis/4mnTMsp8Cgf9TNiQMhH11L,151640.0,4.0
Destiny's Child,Girl,N,spotify:track:7H6ev70Weq6DdpZyyTmUXk,0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,96.95,audio_features,5wQnmLuC1W7ATsArWACrgW,spotify:track:5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/tracks/5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/audio-analysis/5wQnmLuC1W7ATsArWACrgW,311107.0,4.0
Kelly Clarkson,Since U Been Gone,N,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,0.61,0.852,4.0,-3.353,0.0,0.0406,0.00308,0.000954,0.366,0.695,124.174,audio_features,2VfqriSJNnNAWTsRwFPVtV,spotify:track:2VfqriSJNnNAWTsRwFPVtV,https://api.spotify.com/v1/tracks/2VfqriSJNnNAWTsRwFPVtV,https://api.spotify.com/v1/audio-analysis/2VfqriSJNnNAWTsRwFPVtV,223092.0,4.0
U2,Sometimes You Can't Make It On Your Own,N,spotify:track:6fzcnVO0X2cpYjsHk19GJo,0.465,0.954,10.0,-4.251,1.0,0.044,0.000346,5.38e-06,0.573,0.458,143.85,audio_features,5lDriBxJd22IhOH9zTcFrV,spotify:track:5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV,193653.0,4.0
The All-American Rejects,Dirty Little Secret,N,spotify:track:5lDriBxJd22IhOH9zTcFrV,0.484,0.675,1.0,-5.207,1.0,0.028,0.0571,0.0,0.0962,0.609,79.036,audio_features,7EfHlhxyYJ5pfh0H34j7oe,spotify:track:7EfHlhxyYJ5pfh0H34j7oe,https://api.spotify.com/v1/tracks/7EfHlhxyYJ5pfh0H34j7oe,https://api.spotify.com/v1/audio-analysis/7EfHlhxyYJ5pfh0H34j7oe,209787.0,4.0
Toby Keith,As Good As I Once Was,N,spotify:track:7G6l2FtQyRhQgYgut2I6i8,0.536,0.612,4.0,-5.847,1.0,0.272,0.119,0.0,0.209,0.57,86.768,audio_features,7DFnq8FYhHMCylykf6ZCxA,spotify:track:7DFnq8FYhHMCylykf6ZCxA,https://api.spotify.com/v1/tracks/7DFnq8FYhHMCylykf6ZCxA,https://api.spotify.com/v1/audio-analysis/7DFnq8FYhHMCylykf6ZCxA,229040.0,4.0
Gwen Stefani,Cool,N,spotify:track:66ZcOcouenzZEnzTJvoFmH,0.688,0.734,9.0,-4.569,1.0,0.0274,0.00462,0.0,0.0756,0.46,140.004,audio_features,2hns6Dv29Yrg68AVTJiAyA,spotify:track:2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/tracks/2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/audio-analysis/2hns6Dv29Yrg68AVTJiAyA,208493.0,4.0
Foo Fighters,Best of You,N,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,0.547,0.816,8.0,-6.165,0.0,0.0624,0.0688,0.0,0.127,0.722,102.765,audio_features,2RUhtNBh43RtSg0WBPPq3m,spotify:track:2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/tracks/2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/audio-analysis/2RUhtNBh43RtSg0WBPPq3m,203507.0,4.0
Shakira,Hips Don't Lie (feat. Wyclef Jean),N,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,audio_features,7wZUrN8oemZfsEd1CGkbXE,spotify:track:7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/audio-analysis/7wZUrN8oemZfsEd1CGkbXE,262467.0,4.0
Sean Paul,Temperature,N,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,0.349,0.446,1.0,-11.327,1.0,0.0522,0.827,0.00722,0.0808,0.141,79.338,audio_features,2FX5HPP1FNNuLlt2UU9os7,spotify:track:2FX5HPP1FNNuLlt2UU9os7,https://api.spotify.com/v1/tracks/2FX5HPP1FNNuLlt2UU9os7,https://api.spotify.com/v1/audio-analysis/2FX5HPP1FNNuLlt2UU9os7,237794.0,4.0
Justin Timberlake,SexyBack (feat. Timbaland),N,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,6ic8OlLUNEATToEFU3xmaH,spotify:track:6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/audio-analysis/6ic8OlLUNEATToEFU3xmaH,251240.0,4.0
Beyoncé,Irreplaceable,N,spotify:track:1G7DcLzPnopdZjLkev0K4e,0.707,0.642,7.0,-4.271,1.0,0.0337,0.204,0.0,0.0925,0.249,113.083,audio_features,4AniPkv5vgdE1n6VKreiyI,spotify:track:4AniPkv5vgdE1n6VKreiyI,https://api.spotify.com/v1/tracks/4AniPkv5vgdE1n6VKreiyI,https://api.spotify.com/v1/audio-analysis/4AniPkv5vgdE1n6VKreiyI,268120.0,4.0
Amy Winehouse,Rehab,N,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,0.699,0.83,1.0,-4.898,1.0,0.0633,0.00243,0.00024,0.0995,0.889,105.809,audio_features,6kopmMZiyLmw7h66uXcXR7,spotify:track:6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/tracks/6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/audio-analysis/6kopmMZiyLmw7h66uXcXR7,219413.0,4.0
Rihanna,SOS,N,spotify:track:6uavToh31OfZy759lzmQCo,0.656,0.291,2.0,-10.572,1.0,0.0293,0.872,0.0,0.114,0.298,103.971,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533.0,4.0
Gnarls Barkley,Crazy,N,spotify:track:2N5zMZX7YeL1tico8oQxa9,0.687,0.723,7.0,-4.751,1.0,0.0709,0.122,0.00102,0.573,0.432,76.0,audio_features,3pD0f7hSJg2XdQ6udw5Tey,spotify:track:3pD0f7hSJg2XdQ6udw5Tey,https://api.spotify.com/v1/tracks/3pD0f7hSJg2XdQ6udw5Tey,https://api.spotify.com/v1/audio-analysis/3pD0f7hSJg2XdQ6udw5Tey,448573.0,4.0
Busta Rhymes,Touch It,N,spotify:track:3HVJbdz0V402U5YggQK4Ao,0.756,0.77,1.0,-3.502,1.0,0.0343,0.191,0.0,0.178,0.73,119.961,audio_features,66ZcOcouenzZEnzTJvoFmH,spotify:track:66ZcOcouenzZEnzTJvoFmH,https://api.spotify.com/v1/tracks/66ZcOcouenzZEnzTJvoFmH,https://api.spotify.com/v1/audio-analysis/66ZcOcouenzZEnzTJvoFmH,246467.0,4.0
Nelly Furtado,Maneater,N,spotify:track:4wH4dJgrsxONID6KS2tDQM,0.731,0.807,3.0,-6.492,0.0,0.1,0.181,0.751,0.319,0.765,114.759,audio_features,2bLqfJjuC5syrsgDsZfGmn,spotify:track:2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/audio-analysis/2bLqfJjuC5syrsgDsZfGmn,179120.0,4.0
Bob Sinclar,Rock This Party - Everybody Dance Now,N,spotify:track:0Qn0i8df7Q76ej3RAXAtI2,0.872,0.872,1.0,-6.328,1.0,0.139,0.0476,0.00112,0.0543,0.809,116.948,audio_features,2aI21FnmY7TJVKeMaoQZ0t,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/tracks/2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/audio-analysis/2aI21FnmY7TJVKeMaoQZ0t,223080.0,4.0
Diddy,Come to Me (feat. Nicole Scherzinger),N,spotify:track:6yuvC80FcnVJNvC0DbXN9e,0.762,0.754,0.0,-3.425,0.0,0.046,0.00022,0.0665,0.146,0.715,129.026,audio_features,4LjfIjS8iweFCPdKxLnEoV,spotify:track:4LjfIjS8iweFCPdKxLnEoV,https://api.spotify.com/v1/tracks/4LjfIjS8iweFCPdKxLnEoV,https://api.spotify.com/v1/audio-analysis/4LjfIjS8iweFCPdKxLnEoV,151983.0,4.0
Madonna,Sorry,N,spotify:track:5dW0cgZ9uV1W3PXtuTS5uP,0.627,0.954,2.0,-4.804,1.0,0.0425,0.0015,0.000814,0.292,0.312,128.016,audio_features,5TmFTHZp7HjBXjjsFvCY6h,spotify:track:5TmFTHZp7HjBXjjsFvCY6h,https://api.spotify.com/v1/tracks/5TmFTHZp7HjBXjjsFvCY6h,https://api.spotify.com/v1/audio-analysis/5TmFTHZp7HjBXjjsFvCY6h,223112.0,4.0
Chamillionaire,Ridin',N,spotify:track:3kZoay4ANo86ehb6s4RwS9,0.67,0.922,9.0,-3.983,1.0,0.0423,0.0433,0.0,0.35,0.963,130.029,audio_features,2FuJvdLfBf8eUmgtlz3Rb3,spotify:track:2FuJvdLfBf8eUmgtlz3Rb3,https://api.spotify.com/v1/tracks/2FuJvdLfBf8eUmgtlz3Rb3,https://api.spotify.com/v1/audio-analysis/2FuJvdLfBf8eUmgtlz3Rb3,164907.0,4.0
Black Eyed Peas,Pump It,N,spotify:track:6btyEL6NwUa97Nex9cZFvo,0.939,0.742,5.0,-5.171,0.0,0.0467,0.321,0.0,0.107,0.924,118.978,audio_features,2kQuhkFX7uSVepCD3h29g5,spotify:track:2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/audio-analysis/2kQuhkFX7uSVepCD3h29g5,212360.0,4.0
Nelly Furtado,Promiscuous,N,spotify:track:2gam98EZKrF9XuOkU13ApN,0.975,0.711,8.0,-3.904,1.0,0.0632,0.168,0.000552,0.0799,0.815,110.621,audio_features,0wbDgMuAoy7O7pL3a69uZx,spotify:track:0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/tracks/0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/audio-analysis/0wbDgMuAoy7O7pL3a69uZx,234027.0,4.0
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,N,spotify:track:6HoJfRaiq2P07yYGBziigP,0.63,0.782,8.0,-5.44,0.0,0.132,0.0828,0.0,0.034,0.418,140.144,audio_features,36Hwcla06Q5BCr59CL0sBp,spotify:track:36Hwcla06Q5BCr59CL0sBp,https://api.spotify.com/v1/tracks/36Hwcla06Q5BCr59CL0sBp,https://api.spotify.com/v1/audio-analysis/36Hwcla06Q5BCr59CL0sBp,247947.0,4.0
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,N,spotify:track:6k8uthjEbttfWXcGaNTQGD,0.597,0.837,10.0,-6.518,1.0,0.375,0.00427,0.00115,0.839,0.447,126.342,audio_features,1xNcBAoUw8Hz6LqK2jt4Ff,spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff,https://api.spotify.com/v1/tracks/1xNcBAoUw8Hz6LqK2jt4Ff,https://api.spotify.com/v1/audio-analysis/1xNcBAoUw8Hz6LqK2jt4Ff,171360.0,4.0
The Pussycat Dolls,Buttons,N,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,0.806,0.781,7.0,-6.209,1.0,0.148,0.0108,0.0116,0.109,0.672,128.05,audio_features,6HoJfRaiq2P07yYGBziigP,spotify:track:6HoJfRaiq2P07yYGBziigP,https://api.spotify.com/v1/tracks/6HoJfRaiq2P07yYGBziigP,https://api.spotify.com/v1/audio-analysis/6HoJfRaiq2P07yYGBziigP,143000.0,4.0
Ciara,Get Up (feat. Chamillionaire),N,spotify:track:3rKCDtV8UcF0RytSiXxypc,0.701,0.724,0.0,-5.751,0.0,0.145,0.267,0.0,0.0867,0.425,132.035,audio_features,358bOvBiZCS9fRzNYosw6c,spotify:track:358bOvBiZCS9fRzNYosw6c,https://api.spotify.com/v1/tracks/358bOvBiZCS9fRzNYosw6c,https://api.spotify.com/v1/audio-analysis/358bOvBiZCS9fRzNYosw6c,237053.0,4.0
Eminem,Shake That,N,spotify:track:0fGh0trRN1xz3s41r7V5ce,0.617,0.708,1.0,-7.873,1.0,0.15,0.00651,0.0,0.404,0.462,103.96,audio_features,1gudTcOiMosmCC6EKEzomI,spotify:track:1gudTcOiMosmCC6EKEzomI,https://api.spotify.com/v1/tracks/1gudTcOiMosmCC6EKEzomI,https://api.spotify.com/v1/audio-analysis/1gudTcOiMosmCC6EKEzomI,312027.0,4.0
Cherish,Do It To It,N,spotify:track:6MBEjJlXQYXr8dfxDvZuoA,0.764,0.751,8.0,-3.74,1.0,0.0703,0.00554,0.000237,0.164,0.418,91.977,audio_features,2HWWNoWEEEECwZhAiLg7ib,spotify:track:2HWWNoWEEEECwZhAiLg7ib,https://api.spotify.com/v1/tracks/2HWWNoWEEEECwZhAiLg7ib,https://api.spotify.com/v1/audio-analysis/2HWWNoWEEEECwZhAiLg7ib,199853.0,4.0
